theme_date,theater_id,theater_name,sector_code,sector_name,thread_codes,thread_names,jpas_tier_code,theme_title,theme_blurb,maturity_grade,coverage_grade
"2027-08-19","T-006","The Sovereign AI Race","D6","New Entrants","D6.2","Sovereign AI Programs & National Compute","ENV","The Sovereign AI Race: New Entrants","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the New Entrants sector — tracking Sovereign AI Programs & National Compute.","Established","Broad-only"
"2027-08-20","T-005","The Inference Economy","D12","Networking & Interconnect","D12.3; D12.2; D12.5","AI Back-End Fabric & Interconnect; Subsea Cable Systems; Optical Transceivers & Co-Packaged Optics","RSC","The Inference Economy: Networking & Interconnect","Training built the factories. Inference fills them. Today The Inference Economy turns to the Networking & Interconnect sector — tracking AI Back-End Fabric & Interconnect, Subsea Cable Systems and Optical Transceivers & Co-Packaged Optics.","Established","Dedicated"
"2027-08-21","T-007","The New Energy Stack","D3","Grid & Regulatory","D3.3; D3.5; D3.4","Utility Rate Cases & PUC Proceedings; Large-Load Tariff Design & Co-Location Rules; Transmission Buildout & FERC Policy","INC","The New Energy Stack: Grid & Regulatory","The grid is no longer the default. Today The New Energy Stack turns to the Grid & Regulatory sector — tracking Utility Rate Cases & PUC Proceedings, Large-Load Tariff Design & Co-Location Rules and Transmission Buildout & FERC Policy.","Established","Broad-only"
"2027-08-22","T-003","The Consent Crisis","D23","Outage Intelligence & Emergency Response","D23.2","Grid Events & Physical Disasters","COM","The Consent Crisis: Outage Intelligence & Emergency Response","Communities are the new permitting authority. Today The Consent Crisis turns to the Outage Intelligence & Emergency Response sector — tracking Grid Events & Physical Disasters.","Established","Dedicated"
"2027-08-23","T-004","The Capital Concentration","D21","Insurance & Risk Markets","D21.4; D21.2","Lender Insurance & Risk Transfer; Cyber Insurance & Tech E&O","ENV","The Capital Concentration: Insurance & Risk Markets","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Insurance & Risk Markets sector — tracking Lender Insurance & Risk Transfer and Cyber Insurance & Tech E&O.","Established","Dedicated"
"2027-08-24","T-002","The Thermal Reckoning","D4","M&A & Capital Markets","D4.4","Integrated Infrastructure Vendor M&A","LBR","The Thermal Reckoning: M&A & Capital Markets","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the M&A & Capital Markets sector — tracking Integrated Infrastructure Vendor M&A.","Established","Broad-only"
"2027-08-25","T-005","The Inference Economy","D15","Sovereign AI & Geopolitics","D15.2","National Compute Strategies & Sovereign Programs","WTR","The Inference Economy: Sovereign AI & Geopolitics","Training built the factories. Inference fills them. Today The Inference Economy turns to the Sovereign AI & Geopolitics sector — tracking National Compute Strategies & Sovereign Programs.","Established","Dedicated"
"2027-08-26","T-003","The Consent Crisis","D17","Workforce & Labor Markets","D17.3","Immigration, Policy & Regional Labor Competition","LBR","The Consent Crisis: Workforce & Labor Markets","Communities are the new permitting authority. Today The Consent Crisis turns to the Workforce & Labor Markets sector — tracking Immigration, Policy & Regional Labor Competition.","Established","Whitespace"
"2027-08-27","T-006","The Sovereign AI Race","D16","Cyber & Physical Security and Resilience","D16.1; D16.4","Enterprise IT & Cloud Security; State-Sponsored & Advanced Persistent Threats","ENV","The Sovereign AI Race: Cyber & Physical Security and Resilience","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Cyber & Physical Security and Resilience sector — tracking Enterprise IT & Cloud Security and State-Sponsored & Advanced Persistent Threats.","Established","Dedicated"
"2027-08-28","T-004","The Capital Concentration","D5","Hyperscaler Activity","D5.1; D5.3","Big 5 Capex & Campus Announcements; Build-vs-Lease & Colocation Strategy","RSC","The Capital Concentration: Hyperscaler Activity","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Hyperscaler Activity sector — tracking Big 5 Capex & Campus Announcements and Build-vs-Lease & Colocation Strategy.","Established","Broad-only"
"2027-08-29","T-001","The Power Reckoning","D13","Community Relations","D13.3","Local Permitting & Entitlement Strategy","COM","The Power Reckoning: Community Relations","The grid wasn't built for this. Today The Power Reckoning turns to the Community Relations sector — tracking Local Permitting & Entitlement Strategy.","Established","Dedicated"
"2027-08-30","T-007","The New Energy Stack","D8","People & Signals","D8.2","Conference Intelligence & Speaking Circuit","RSC","The New Energy Stack: People & Signals","The grid is no longer the default. Today The New Energy Stack turns to the People & Signals sector — tracking Conference Intelligence & Speaking Circuit.","Established","Whitespace"
"2027-08-31","T-005","The Inference Economy","D9","Orchestration Intelligence & Control Plane","D9.4","Power-Aware & Grid-Responsive Workload Orchestration","WTR","The Inference Economy: Orchestration Intelligence & Control Plane","Training built the factories. Inference fills them. Today The Inference Economy turns to the Orchestration Intelligence & Control Plane sector — tracking Power-Aware & Grid-Responsive Workload Orchestration.","Established","Whitespace"
"2027-09-01","T-002","The Thermal Reckoning","D10","Construction","D10.3","Modular & Prefabricated Delivery","NET","The Thermal Reckoning: Construction","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Construction sector — tracking Modular & Prefabricated Delivery.","Established","Whitespace"
"2027-09-02","T-003","The Consent Crisis","D14","Real Estate & Site Selection","D14.3; D14.2; D14.1","Emerging & Second-Tier Markets; Primary Market Intelligence (NA Tier 1); Site Selection Methodology","REG","The Consent Crisis: Real Estate & Site Selection","Communities are the new permitting authority. Today The Consent Crisis turns to the Real Estate & Site Selection sector — tracking Emerging & Second-Tier Markets, Primary Market Intelligence (NA Tier 1) and Site Selection Methodology.","Established","Dedicated"
"2027-09-03","T-007","The New Energy Stack","D2","Power Architecture","D2.10; D2.7; D2.6","Solid-State Transformers & Advanced Power Conversion; Renewables, Storage & PPAs for DC Power; Behind-the-Fence Gas & Fuel Cells","RSC","The New Energy Stack: Power Architecture","The grid is no longer the default. Today The New Energy Stack turns to the Power Architecture sector — tracking Solid-State Transformers & Advanced Power Conversion, Renewables, Storage & PPAs for DC Power and Behind-the-Fence Gas & Fuel Cells.","Established","Dedicated"
"2027-09-04","T-004","The Capital Concentration","D19","Tax, Incentives & Fiscal Policy","D19.1; D19.2","State & Local Tax Incentives; Federal Tax Policy","ENV","The Capital Concentration: Tax, Incentives & Fiscal Policy","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Tax, Incentives & Fiscal Policy sector — tracking State & Local Tax Incentives and Federal Tax Policy.","Established","Dedicated"
"2027-09-05","T-006","The Sovereign AI Race","D6","New Entrants","D6.2","Sovereign AI Programs & National Compute","WTR","The Sovereign AI Race: New Entrants","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the New Entrants sector — tracking Sovereign AI Programs & National Compute.","Established","Broad-only"
"2027-09-06","T-001","The Power Reckoning","D20","Facility IT & Operational Technology","D20.1","Building Management Systems & HVAC Control","INC","The Power Reckoning: Facility IT & Operational Technology","The grid wasn't built for this. Today The Power Reckoning turns to the Facility IT & Operational Technology sector — tracking Building Management Systems & HVAC Control.","Established","Dedicated"
"2027-09-07","T-005","The Inference Economy","D1","Chips & Density","D1.4; D1.8","Memory (HBM & Next-Gen); Advanced Packaging & Substrate Capacity","PWR","The Inference Economy: Chips & Density","Training built the factories. Inference fills them. Today The Inference Economy turns to the Chips & Density sector — tracking Memory (HBM & Next-Gen) and Advanced Packaging & Substrate Capacity.","Established","Dedicated"
"2027-09-08","T-007","The New Energy Stack","D22","Industry Media & Analyst Coverage","D22.1; D22.4","U.S. Media Coverage; Industry Analysts","REG","The New Energy Stack: Industry Media & Analyst Coverage","The grid is no longer the default. Today The New Energy Stack turns to the Industry Media & Analyst Coverage sector — tracking U.S. Media Coverage and Industry Analysts.","Established","Dedicated"
"2027-09-09","T-003","The Consent Crisis","D18","Community Opposition & Regulatory Risk","D18.2; D18.1","Regulatory & Permitting Denial Tracking; Project Opposition Register","ENV","The Consent Crisis: Community Opposition & Regulatory Risk","Communities are the new permitting authority. Today The Consent Crisis turns to the Community Opposition & Regulatory Risk sector — tracking Regulatory & Permitting Denial Tracking and Project Opposition Register.","Established","Dedicated"
"2027-09-10","T-002","The Thermal Reckoning","D7","Cooling & Water Technology","D7.3; D7.2; D7.4","Water Use & Waterless Cooling Strategies; Immersion Cooling; Thermal Components & Coolant Supply Chain","WTR","The Thermal Reckoning: Cooling & Water Technology","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Cooling & Water Technology sector — tracking Water Use & Waterless Cooling Strategies, Immersion Cooling and Thermal Components & Coolant Supply Chain.","Established","Whitespace"
"2027-09-11","T-001","The Power Reckoning","D12","Networking & Interconnect","D12.1","Long-Haul & Dark Fiber Leasing","PWR","The Power Reckoning: Networking & Interconnect","The grid wasn't built for this. Today The Power Reckoning turns to the Networking & Interconnect sector — tracking Long-Haul & Dark Fiber Leasing.","Established","Dedicated"
"2027-09-12","T-006","The Sovereign AI Race","D23","Outage Intelligence & Emergency Response","D23.3","Cyber Incidents Targeting DC Infrastructure","WTR","The Sovereign AI Race: Outage Intelligence & Emergency Response","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Outage Intelligence & Emergency Response sector — tracking Cyber Incidents Targeting DC Infrastructure.","Established","Dedicated"
"2027-09-13","T-004","The Capital Concentration","D8","People & Signals","D8.1; D8.2; D8.3","Executive Movement & C-Suite Intelligence; Conference Intelligence & Speaking Circuit; Talent Flows & Specialized Hiring Signals","LBR","The Capital Concentration: People & Signals","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the People & Signals sector — tracking Executive Movement & C-Suite Intelligence, Conference Intelligence & Speaking Circuit and Talent Flows & Specialized Hiring Signals.","Established","Dedicated"
"2027-09-14","T-007","The New Energy Stack","D11","Sustainability","D11.5","Sustainability Regulation & Disclosure","REG","The New Energy Stack: Sustainability","The grid is no longer the default. Today The New Energy Stack turns to the Sustainability sector — tracking Sustainability Regulation & Disclosure.","Established","Dedicated"
"2027-09-15","T-003","The Consent Crisis","D15","Sovereign AI & Geopolitics","D15.5","Data Sovereignty & Cross-Border Flows","REG","The Consent Crisis: Sovereign AI & Geopolitics","Communities are the new permitting authority. Today The Consent Crisis turns to the Sovereign AI & Geopolitics sector — tracking Data Sovereignty & Cross-Border Flows.","Established","Dedicated"
"2027-09-16","T-001","The Power Reckoning","D13","Community Relations","D13.3; D13.2; D13.1","Local Permitting & Entitlement Strategy; Opposition Movements & Organized Groups; Community Benefits & Host Agreements","NET","The Power Reckoning: Community Relations","The grid wasn't built for this. Today The Power Reckoning turns to the Community Relations sector — tracking Local Permitting & Entitlement Strategy, Opposition Movements & Organized Groups and Community Benefits & Host Agreements.","Established","Dedicated"
"2027-09-17","T-006","The Sovereign AI Race","D16","Cyber & Physical Security and Resilience","D16.1; D16.3; D16.4","Enterprise IT & Cloud Security; Physical Security & Access Control; State-Sponsored & Advanced Persistent Threats","RSC","The Sovereign AI Race: Cyber & Physical Security and Resilience","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Cyber & Physical Security and Resilience sector — tracking Enterprise IT & Cloud Security, Physical Security & Access Control and State-Sponsored & Advanced Persistent Threats.","Established","Dedicated"
"2027-09-18","T-004","The Capital Concentration","D10","Construction","D10.4; D10.5","Project Delivery & Schedule Intelligence; Construction Cost Curves & Inflation","COM","The Capital Concentration: Construction","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Construction sector — tracking Project Delivery & Schedule Intelligence and Construction Cost Curves & Inflation.","Established","Dedicated"
"2027-09-19","T-005","The Inference Economy","D5","Hyperscaler Activity","D5.2","Hyperscaler Custom Silicon Strategy","ENV","The Inference Economy: Hyperscaler Activity","Training built the factories. Inference fills them. Today The Inference Economy turns to the Hyperscaler Activity sector — tracking Hyperscaler Custom Silicon Strategy.","Established","Broad-only"
"2027-09-20","T-002","The Thermal Reckoning","D2","Power Architecture","D2.10","Solid-State Transformers & Advanced Power Conversion","ENV","The Thermal Reckoning: Power Architecture","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Power Architecture sector — tracking Solid-State Transformers & Advanced Power Conversion.","Established","Dedicated"
"2027-09-21","T-001","The Power Reckoning","D3","Grid & Regulatory","D3.1","Interconnection Queue & Grid Access","RSC","The Power Reckoning: Grid & Regulatory","The grid wasn't built for this. Today The Power Reckoning turns to the Grid & Regulatory sector — tracking Interconnection Queue & Grid Access.","Established","Broad-only"
"2027-09-22","T-004","The Capital Concentration","D17","Workforce & Labor Markets","D17.1; D17.2","Construction & Skilled Trades Labor; Operations & Technical Workforce","WTR","The Capital Concentration: Workforce & Labor Markets","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Workforce & Labor Markets sector — tracking Construction & Skilled Trades Labor and Operations & Technical Workforce.","Established","Dedicated"
"2027-09-23","T-003","The Consent Crisis","D14","Real Estate & Site Selection","D14.3; D14.2","Emerging & Second-Tier Markets; Primary Market Intelligence (NA Tier 1)","ENV","The Consent Crisis: Real Estate & Site Selection","Communities are the new permitting authority. Today The Consent Crisis turns to the Real Estate & Site Selection sector — tracking Emerging & Second-Tier Markets and Primary Market Intelligence (NA Tier 1).","Established","Dedicated"
"2027-09-24","T-006","The Sovereign AI Race","D19","Tax, Incentives & Fiscal Policy","D19.3","International Tax & Transfer Pricing","COM","The Sovereign AI Race: Tax, Incentives & Fiscal Policy","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Tax, Incentives & Fiscal Policy sector — tracking International Tax & Transfer Pricing.","Established","Dedicated"
"2027-09-25","T-002","The Thermal Reckoning","D7","Cooling & Water Technology","D7.4; D7.2","Thermal Components & Coolant Supply Chain; Immersion Cooling","LBR","The Thermal Reckoning: Cooling & Water Technology","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Cooling & Water Technology sector — tracking Thermal Components & Coolant Supply Chain and Immersion Cooling.","Established","Whitespace"
"2027-09-26","T-007","The New Energy Stack","D22","Industry Media & Analyst Coverage","D22.2","EU Media Coverage","PWR","The New Energy Stack: Industry Media & Analyst Coverage","The grid is no longer the default. Today The New Energy Stack turns to the Industry Media & Analyst Coverage sector — tracking EU Media Coverage.","Established","Dedicated"
"2027-09-27","T-005","The Inference Economy","D6","New Entrants","D6.1; D6.3","Neocloud Infrastructure; AI Labs & Model Developers as Infrastructure Buyers","INC","The Inference Economy: New Entrants","Training built the factories. Inference fills them. Today The Inference Economy turns to the New Entrants sector — tracking Neocloud Infrastructure and AI Labs & Model Developers as Infrastructure Buyers.","Established","Broad-only"
"2027-09-28","T-001","The Power Reckoning","D9","Orchestration Intelligence & Control Plane","D9.4","Power-Aware & Grid-Responsive Workload Orchestration","REG","The Power Reckoning: Orchestration Intelligence & Control Plane","The grid wasn't built for this. Today The Power Reckoning turns to the Orchestration Intelligence & Control Plane sector — tracking Power-Aware & Grid-Responsive Workload Orchestration.","Established","Whitespace"
"2027-09-29","T-002","The Thermal Reckoning","D1","Chips & Density","D1.8; D1.4; D1.1","Advanced Packaging & Substrate Capacity; Memory (HBM & Next-Gen); GPU Architecture & Roadmap","ENV","The Thermal Reckoning: Chips & Density","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Chips & Density sector — tracking Advanced Packaging & Substrate Capacity, Memory (HBM & Next-Gen) and GPU Architecture & Roadmap.","Established","Dedicated"
"2027-09-30","T-006","The Sovereign AI Race","D21","Insurance & Risk Markets","D21.2","Cyber Insurance & Tech E&O","COM","The Sovereign AI Race: Insurance & Risk Markets","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Insurance & Risk Markets sector — tracking Cyber Insurance & Tech E&O.","Established","Dedicated"
"2027-10-01","T-005","The Inference Economy","D12","Networking & Interconnect","D12.3; D12.5","AI Back-End Fabric & Interconnect; Optical Transceivers & Co-Packaged Optics","REG","The Inference Economy: Networking & Interconnect","Training built the factories. Inference fills them. Today The Inference Economy turns to the Networking & Interconnect sector — tracking AI Back-End Fabric & Interconnect and Optical Transceivers & Co-Packaged Optics.","Established","Dedicated"
"2027-10-02","T-003","The Consent Crisis","D18","Community Opposition & Regulatory Risk","D18.3; D18.1","Reputational & Political Risk Register; Project Opposition Register","LBR","The Consent Crisis: Community Opposition & Regulatory Risk","Communities are the new permitting authority. Today The Consent Crisis turns to the Community Opposition & Regulatory Risk sector — tracking Reputational & Political Risk Register and Project Opposition Register.","Established","Dedicated"
"2027-10-03","T-004","The Capital Concentration","D4","M&A & Capital Markets","D4.1; D4.2; D4.3","PE & Infrastructure Fund Activity; DC REIT Performance & Valuation; Sovereign Wealth & Institutional Capital","RSC","The Capital Concentration: M&A & Capital Markets","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the M&A & Capital Markets sector — tracking PE & Infrastructure Fund Activity, DC REIT Performance & Valuation and Sovereign Wealth & Institutional Capital.","Established","Broad-only"
"2027-10-04","T-007","The New Energy Stack","D11","Sustainability","D11.5; D11.4","Sustainability Regulation & Disclosure; Heat Recovery & Circular DC","INC","The New Energy Stack: Sustainability","The grid is no longer the default. Today The New Energy Stack turns to the Sustainability sector — tracking Sustainability Regulation & Disclosure and Heat Recovery & Circular DC.","Established","Dedicated"
"2027-10-05","T-002","The Thermal Reckoning","D20","Facility IT & Operational Technology","D20.2; D20.1","Facility DCIM & Digital Twin; Building Management Systems & HVAC Control","RSC","The Thermal Reckoning: Facility IT & Operational Technology","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Facility IT & Operational Technology sector — tracking Facility DCIM & Digital Twin and Building Management Systems & HVAC Control.","Established","Dedicated"
"2027-10-06","T-006","The Sovereign AI Race","D16","Cyber & Physical Security and Resilience","D16.4; D16.3","State-Sponsored & Advanced Persistent Threats; Physical Security & Access Control","NET","The Sovereign AI Race: Cyber & Physical Security and Resilience","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Cyber & Physical Security and Resilience sector — tracking State-Sponsored & Advanced Persistent Threats and Physical Security & Access Control.","Established","Dedicated"
"2027-10-07","T-004","The Capital Concentration","D5","Hyperscaler Activity","D5.1; D5.3","Big 5 Capex & Campus Announcements; Build-vs-Lease & Colocation Strategy","WTR","The Capital Concentration: Hyperscaler Activity","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Hyperscaler Activity sector — tracking Big 5 Capex & Campus Announcements and Build-vs-Lease & Colocation Strategy.","Established","Broad-only"
"2027-10-08","T-005","The Inference Economy","D15","Sovereign AI & Geopolitics","D15.2","National Compute Strategies & Sovereign Programs","ENV","The Inference Economy: Sovereign AI & Geopolitics","Training built the factories. Inference fills them. Today The Inference Economy turns to the Sovereign AI & Geopolitics sector — tracking National Compute Strategies & Sovereign Programs.","Established","Dedicated"
"2027-10-09","T-003","The Consent Crisis","D7","Cooling & Water Technology","D7.3","Water Use & Waterless Cooling Strategies","RSC","The Consent Crisis: Cooling & Water Technology","Communities are the new permitting authority. Today The Consent Crisis turns to the Cooling & Water Technology sector — tracking Water Use & Waterless Cooling Strategies.","Established","Whitespace"
"2027-10-10","T-007","The New Energy Stack","D22","Industry Media & Analyst Coverage","D22.3; D22.2; D22.4","APAC / LATAM / MENA Media Coverage; EU Media Coverage; Industry Analysts","ENV","The New Energy Stack: Industry Media & Analyst Coverage","The grid is no longer the default. Today The New Energy Stack turns to the Industry Media & Analyst Coverage sector — tracking APAC / LATAM / MENA Media Coverage, EU Media Coverage and Industry Analysts.","Established","Dedicated"
"2027-10-11","T-001","The Power Reckoning","D10","Construction","D10.4; D10.3","Project Delivery & Schedule Intelligence; Modular & Prefabricated Delivery","INC","The Power Reckoning: Construction","The grid wasn't built for this. Today The Power Reckoning turns to the Construction sector — tracking Project Delivery & Schedule Intelligence and Modular & Prefabricated Delivery.","Established","Dedicated"
"2027-10-12","T-005","The Inference Economy","D9","Orchestration Intelligence & Control Plane","D9.1","AI Factory Orchestration & DCIM","REG","The Inference Economy: Orchestration Intelligence & Control Plane","Training built the factories. Inference fills them. Today The Inference Economy turns to the Orchestration Intelligence & Control Plane sector — tracking AI Factory Orchestration & DCIM.","Established","Whitespace"
"2027-10-13","T-004","The Capital Concentration","D6","New Entrants","D6.1","Neocloud Infrastructure","REG","The Capital Concentration: New Entrants","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the New Entrants sector — tracking Neocloud Infrastructure.","Established","Broad-only"
"2027-10-14","T-006","The Sovereign AI Race","D19","Tax, Incentives & Fiscal Policy","D19.3","International Tax & Transfer Pricing","RSC","The Sovereign AI Race: Tax, Incentives & Fiscal Policy","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Tax, Incentives & Fiscal Policy sector — tracking International Tax & Transfer Pricing.","Established","Dedicated"
"2027-10-15","T-001","The Power Reckoning","D21","Insurance & Risk Markets","D21.4; D21.1","Lender Insurance & Risk Transfer; DC Property & Casualty Insurance","WTR","The Power Reckoning: Insurance & Risk Markets","The grid wasn't built for this. Today The Power Reckoning turns to the Insurance & Risk Markets sector — tracking Lender Insurance & Risk Transfer and DC Property & Casualty Insurance.","Established","Dedicated"
"2027-10-16","T-002","The Thermal Reckoning","D2","Power Architecture","D2.10","Solid-State Transformers & Advanced Power Conversion","COM","The Thermal Reckoning: Power Architecture","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Power Architecture sector — tracking Solid-State Transformers & Advanced Power Conversion.","Established","Dedicated"
"2027-10-17","T-003","The Consent Crisis","D13","Community Relations","D13.3","Local Permitting & Entitlement Strategy","INC","The Consent Crisis: Community Relations","Communities are the new permitting authority. Today The Consent Crisis turns to the Community Relations sector — tracking Local Permitting & Entitlement Strategy.","Established","Dedicated"
"2027-10-18","T-007","The New Energy Stack","D11","Sustainability","D11.3; D11.5; D11.4","Water Stewardship & Rights; Sustainability Regulation & Disclosure; Heat Recovery & Circular DC","LBR","The New Energy Stack: Sustainability","The grid is no longer the default. Today The New Energy Stack turns to the Sustainability sector — tracking Water Stewardship & Rights, Sustainability Regulation & Disclosure and Heat Recovery & Circular DC.","Established","Dedicated"
"2027-10-19","T-005","The Inference Economy","D12","Networking & Interconnect","D12.3","AI Back-End Fabric & Interconnect","COM","The Inference Economy: Networking & Interconnect","Training built the factories. Inference fills them. Today The Inference Economy turns to the Networking & Interconnect sector — tracking AI Back-End Fabric & Interconnect.","Established","Dedicated"
"2027-10-20","T-001","The Power Reckoning","D1","Chips & Density","D1.2","Rack & Power Density Progression","WTR","The Power Reckoning: Chips & Density","The grid wasn't built for this. Today The Power Reckoning turns to the Chips & Density sector — tracking Rack & Power Density Progression.","Established","Broad-only"
"2027-10-21","T-002","The Thermal Reckoning","D4","M&A & Capital Markets","D4.4","Integrated Infrastructure Vendor M&A","PWR","The Thermal Reckoning: M&A & Capital Markets","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the M&A & Capital Markets sector — tracking Integrated Infrastructure Vendor M&A.","Established","Broad-only"
"2027-10-22","T-007","The New Energy Stack","D3","Grid & Regulatory","D3.3","Utility Rate Cases & PUC Proceedings","RSC","The New Energy Stack: Grid & Regulatory","The grid is no longer the default. Today The New Energy Stack turns to the Grid & Regulatory sector — tracking Utility Rate Cases & PUC Proceedings.","Established","Broad-only"
"2027-10-23","T-003","The Consent Crisis","D17","Workforce & Labor Markets","D17.3","Immigration, Policy & Regional Labor Competition","INC","The Consent Crisis: Workforce & Labor Markets","Communities are the new permitting authority. Today The Consent Crisis turns to the Workforce & Labor Markets sector — tracking Immigration, Policy & Regional Labor Competition.","Established","Whitespace"
"2027-10-24","T-004","The Capital Concentration","D14","Real Estate & Site Selection","D14.5","Land Pricing & Acquisition","NET","The Capital Concentration: Real Estate & Site Selection","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Real Estate & Site Selection sector — tracking Land Pricing & Acquisition.","Established","Dedicated"
"2027-10-25","T-006","The Sovereign AI Race","D16","Cyber & Physical Security and Resilience","D16.4","State-Sponsored & Advanced Persistent Threats","LBR","The Sovereign AI Race: Cyber & Physical Security and Resilience","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Cyber & Physical Security and Resilience sector — tracking State-Sponsored & Advanced Persistent Threats.","Established","Dedicated"
"2027-10-26","T-001","The Power Reckoning","D20","Facility IT & Operational Technology","D20.2; D20.1","Facility DCIM & Digital Twin; Building Management Systems & HVAC Control","COM","The Power Reckoning: Facility IT & Operational Technology","The grid wasn't built for this. Today The Power Reckoning turns to the Facility IT & Operational Technology sector — tracking Facility DCIM & Digital Twin and Building Management Systems & HVAC Control.","Established","Dedicated"
"2027-10-27","T-003","The Consent Crisis","D18","Community Opposition & Regulatory Risk","D18.3","Reputational & Political Risk Register","PWR","The Consent Crisis: Community Opposition & Regulatory Risk","Communities are the new permitting authority. Today The Consent Crisis turns to the Community Opposition & Regulatory Risk sector — tracking Reputational & Political Risk Register.","Established","Dedicated"
"2027-10-28","T-007","The New Energy Stack","D8","People & Signals","D8.2","Conference Intelligence & Speaking Circuit","PWR","The New Energy Stack: People & Signals","The grid is no longer the default. Today The New Energy Stack turns to the People & Signals sector — tracking Conference Intelligence & Speaking Circuit.","Established","Whitespace"
"2027-10-29","T-005","The Inference Economy","D23","Outage Intelligence & Emergency Response","D23.1","Major Outage Postmortems","NET","The Inference Economy: Outage Intelligence & Emergency Response","Training built the factories. Inference fills them. Today The Inference Economy turns to the Outage Intelligence & Emergency Response sector — tracking Major Outage Postmortems.","Established","Dedicated"
"2027-10-30","T-006","The Sovereign AI Race","D19","Tax, Incentives & Fiscal Policy","D19.3","International Tax & Transfer Pricing","REG","The Sovereign AI Race: Tax, Incentives & Fiscal Policy","Compute is the new strategic reserve. Today The Sovereign AI Race turns to the Tax, Incentives & Fiscal Policy sector — tracking International Tax & Transfer Pricing.","Established","Dedicated"
"2027-10-31","T-002","The Thermal Reckoning","D7","Cooling & Water Technology","D7.4","Thermal Components & Coolant Supply Chain","COM","The Thermal Reckoning: Cooling & Water Technology","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Cooling & Water Technology sector — tracking Thermal Components & Coolant Supply Chain.","Established","Whitespace"
"2027-11-01","T-004","The Capital Concentration","D21","Insurance & Risk Markets","D21.4; D21.2","Lender Insurance & Risk Transfer; Cyber Insurance & Tech E&O","RSC","The Capital Concentration: Insurance & Risk Markets","Fewer hands. More capital. Higher stakes. Today The Capital Concentration turns to the Insurance & Risk Markets sector — tracking Lender Insurance & Risk Transfer and Cyber Insurance & Tech E&O.","Established","Dedicated"
"2027-11-02","T-005","The Inference Economy","D6","New Entrants","D6.1; D6.3","Neocloud Infrastructure; AI Labs & Model Developers as Infrastructure Buyers","NET","The Inference Economy: New Entrants","Training built the factories. Inference fills them. Today The Inference Economy turns to the New Entrants sector — tracking Neocloud Infrastructure and AI Labs & Model Developers as Infrastructure Buyers.","Established","Broad-only"
"2027-11-03","T-001","The Power Reckoning","D22","Industry Media & Analyst Coverage","D22.1; D22.2","U.S. Media Coverage; EU Media Coverage","INC","The Power Reckoning: Industry Media & Analyst Coverage","The grid wasn't built for this. Today The Power Reckoning turns to the Industry Media & Analyst Coverage sector — tracking U.S. Media Coverage and EU Media Coverage.","Established","Dedicated"
"2027-11-04","T-003","The Consent Crisis","D11","Sustainability","D11.5; D11.3; D11.6","Sustainability Regulation & Disclosure; Water Stewardship & Rights; Embodied Carbon & Materials","RSC","The Consent Crisis: Sustainability","Communities are the new permitting authority. Today The Consent Crisis turns to the Sustainability sector — tracking Sustainability Regulation & Disclosure, Water Stewardship & Rights and Embodied Carbon & Materials.","Established","Dedicated"
"2027-11-05","T-002","The Thermal Reckoning","D2","Power Architecture","D2.10","Solid-State Transformers & Advanced Power Conversion","WTR","The Thermal Reckoning: Power Architecture","Air is over. The question is what replaces it. Today The Thermal Reckoning turns to the Power Architecture sector — tracking Solid-State Transformers & Advanced Power Conversion.","Established","Dedicated"
